["LRY-REL-014285","CLAUSE_SEQUENCE","S08-LRY-PAIR-072-C003","S08-LRY-PAIR-072-C004","FORWARD",["SEQUENCE"],"LRY-PC-0700","ACTIVE"]
["LRY-LINE-0779",779,"LRY-PC-0097","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t5.可以高薪或分红薪水。","e68e63d1664f9cf488bf8bba48eb40b10a0c2694022f780a171f2c4f947e2925","ACTIVE"]
["LRY-LINE-0780",780,"LRY-PC-0097","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.可获高职位、高「社会地位」。","711aa52d8bee9cad28c75d937bec14e7ac24ecccd37441f551abade3f54cdefc","ACTIVE"]
["LRY-LINE-0781",781,"LRY-PC-0097","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t7.格局差，「尖锐」、「自负」、「不谦虚」、「霸气」、结怨。","d534b3507f5e101772f49bdc76f57f7bae6731eb43700dc18f44919a605d55f4","ACTIVE"]
["LRY-LINE-0782",782,"LRY-PC-0097","ACTIVE_SOURCE_TEXT",["CONDITION","QUANTITY"],"\t8.逢「偏财星」，投机、中奖。","f93dcea7f5ba54104ea36b44260b7117d8d1cf70031493557efd55372934c29e","ACTIVE"]
["LRY-LINE-0783",783,"LRY-PC-0097","ACTIVE_SOURCE_TEXT",["CAUSAL","NEGATION"],"\t〈注：迁移「权」最喜会「禄」，则兼具「能力」与「圆融」，相得益彰、「无往不利」。〉","f18acf432223a3b7dba5f01e21e30f9154956ca1ffe492ea88d1aa41268e38bf","ACTIVE"]
["LRY-LINE-0784",784,"LRY-PC-0098","HEADING_OR_CONTROL",["ASSERTION"],"生年科入迁移：","0869d577964c7366d736291c7bf2458ddc97e9121c9aadb55cc1ac9455fdf370","ACTIVE"]
["LRY-LINE-0785",785,"LRY-PC-0098","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.文质、秀气、「形象好」〈科，是「礼教」〉。","3d255eb1b067ce5e30561803967f6786cdd0feece4a0860bbecfee48cdc5959b","ACTIVE"]
["LRY-LINE-0786",786,"LRY-PC-0098","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.防「矫饰」。","a40186db54a11d6af0fde6deaac0367a0396b2e1eb4fc099487ed1ebf34d3d5f","ACTIVE"]
["LRY-LINE-0787",787,"LRY-PC-0099","HEADING_OR_CONTROL",["ASSERTION"],"生年忌入迁移：","99ee3a74bb5964c1edb2749652e8d25c39de4e247be6175fa12052eb77d18960","ACTIVE"]
["LRY-LINE-0788",788,"LRY-PC-0099","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t1.「耿直」、「憨厚」、「内向」、拙朴、无私、不讨好。「忘性」、严肃、「刻板」、少心机，不善「察颜观色」。社会容身之处少。","5578e8d4c8c4b911f4a9589a038ed9c89266eab19ed2de616654f13a0bee01af","ACTIVE"]
["LRY-LINE-0789",789,"LRY-PC-0099","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t2.不善伪饰、「不重外表」。","9c86e7a1d5b8cfb1066ba41c970a5bc0f6d31393ac14aa1d8407df916eb97cb6","ACTIVE"]
["LRY-LINE-0790",790,"LRY-PC-0099","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.笨拙「驿马」。","bdb41ddada0d4787bb9c32411f15e21d2a66af73be6a41ee136494aa17fce028","ACTIVE"]
["LRY-LINE-0791",791,"LRY-PC-0099","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.宜闲事少理，「独善其身」。少能掌控大局。","f24b3bef6650706f78c7b5bdb7b6e2b71a8d87d23dad7335aa056c5dcf287df6","ACTIVE"]
["LRY-LINE-0792",792,"LRY-PC-0099","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t5.不得赌、投机。人算不如天算。","e4f365469cbce31caec6138a468c2bfc04cc7fafa0c350ee6afc90a8fb4581b3","ACTIVE"]
["LRY-LINE-0793",793,"LRY-PC-0099","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t6.「不发少年人」。宜上班安稳。","4b32946655f28800c168a52bf625b1a7b6b809e00b10f2c31cc9cff9a25e4fae","ACTIVE"]
["LRY-LINE-0794",794,"LRY-PC-0099","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t7.防「耐性」不够、「意志力」不足。","d27c0ba215433d80c8d246a1711ab3790b97b18bd32a3bcfe72fc15cb4f5e4b0","ACTIVE"]
["LRY-LINE-0795",795,"LRY-PC-0099","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t8.女命「安静守分」〈无才便是德〉〈多为传统妇女的个性〉。","ea12c5b1ab978c7f3686a5c0da580fec70d30f5ea9a0d75a5b68ebf31a934ec4","ACTIVE"]
["LRY-LINE-0796",796,"LRY-PC-0099","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t9.格局差，防「意外」、「业力」病。","a1e68d5bd6a0cd8bb69c44a1b80ef8a80950cacc450ff77b60023e8716ddd9a4","ACTIVE"]
["LRY-LINE-0797",797,"LRY-PC-0099","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t10.修行：一身清静的「罗汉果位」。","a2f0b08ef47ee4be0ba0d170313e2781eeeabfcea7ca615fc58031ccf3d32b38","ACTIVE"]
["LRY-LINE-0798",798,"LRY-PC-0099","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-0799",799,"LRY-PC-0100","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"八、〈交友宫〉","f6fc0049684602dc19fae74c1ea1c6365d45166233407f5400170d78c7d2a4e3","ACTIVE"]
["LRY-LINE-0800",800,"LRY-PC-0101","HEADING_OR_CONTROL",["ASSERTION"],"生年禄入交友：","4e8a8c457a27f790f3dcdeeba742c86abf240d0889526d53ac997660512e9a7e","ACTIVE"]
["LRY-LINE-0801",801,"LRY-PC-0101","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.对人「和善」、愉悦，「人缘好」。","95a8b63094155364bbfcd368f9f8b0a8beabd77a9ad81ff7f44f670cb9cf41da","ACTIVE"]
["LRY-LINE-0802",802,"LRY-PC-0101","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.获「交友福」，容易得到朋友的帮助。","7718608a1fdb8826fce322be13a66c18b5de960d637adc0b5561fff3ddb045ba","ACTIVE"]
["LRY-LINE-0803",803,"LRY-PC-0101","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.多情〈感情星〉。","8658784d22cb838b285c5b55e9f15b69b9c81b0f46ae6fa7e900df8e2562dbfb","ACTIVE"]
["LRY-LINE-0804",804,"LRY-PC-0101","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t4.配偶好相处〈交友─夫妻的疾厄〉。","2f089012b56f4c4a8b5724eaa4cb864858b611d11491c1733ac54772334dbffe","ACTIVE"]
["LRY-LINE-0805",805,"LRY-PC-0101","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t5.配偶丰腴、容易「发胖」。","8bcadea8d839cec3a463cae6b49d4523a19062c67c963df9870b4db67d556d1d","ACTIVE"]
["LRY-LINE-0806",806,"LRY-PC-0101","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.「考运好」。","364441052298a8e4e6e2c8956149b9209c42ea1ef58d6649cfc0c2d334a6b819","ACTIVE"]
["LRY-LINE-0807",807,"LRY-PC-0101","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t7.经济好，方便而多支出〈理财少严谨〉。","2d350ef80c99f0917a11dc2819a617008d91e541bd406c26cf85ed902d9feb01","ACTIVE"]
["LRY-LINE-0808",808,"LRY-PC-0101","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t8.兄弟外缘好、父母事业平顺。","9bd610708bbffb1d8c227e31f5c9c5542142df2fc5c10e55e903e5e07c4d40c6","ACTIVE"]
["LRY-LINE-0809",809,"LRY-PC-0101","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t9.朋友缘好，多交乐观、性格好的朋友。","e812e97bffad00bb5ae014aa7aada5f211620393d5b8a29998d5febadb7f59f1","ACTIVE"]
["LRY-LINE-0810",810,"LRY-PC-0102","HEADING_OR_CONTROL",["ASSERTION"],"生年权入交友：","904d3eb824921630a536ca7de2ba02f0c61eba3eb7ef0fb6728cb3441851feb8","ACTIVE"]
["LRY-LINE-0811",811,"LRY-PC-0102","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.容易交上「能力好」的朋友。","9b99d89b4ff2c8d25207638ceb2ccb5e45c44d4fb79abe630586b8ecbcca2b70","ACTIVE"]
["LRY-LINE-0812",812,"LRY-PC-0102","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t2.「兄弟」有地位、成就。","f3dbe0c53ee6d0a651e8b52c6aa8d742b969149e0a44a7d874a95c0bff68c3dd","ACTIVE"]
["LRY-LINE-0813",813,"LRY-PC-0102","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t3.配偶身体硬朗。","77a8fbf10a6d04ba0c8304a1717b8a14f58428853d375768ff44e8084316d535","ACTIVE"]
["LRY-LINE-0814",814,"LRY-PC-0102","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.长辈事业有成。","d507bc4f4cb7670cb3a35b91c00f2f93b244e92f4d3724fe29e1d16776441041","ACTIVE"]
["LRY-LINE-0815",815,"LRY-PC-0102","ACTIVE_SOURCE_TEXT",["CONDITION","CAUSAL","QUANTITY"],"\t5.考运强〈如若交友之忌飞入我三方则为棋逢对手〉。","55f7beb1de43ea627cd07307b125c57994cf186c308ff9b8e4c7a2fc12c4f681","ACTIVE"]
["LRY-LINE-0816",816,"LRY-PC-0102","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.格局好，交友「成就」我。格局差，容易被「牵着鼻子」走。","6cbc9ff9f93be7121d6c43ab4f39a276febbbfefaddd815f3225f49bd8aaa6b5","ACTIVE"]
["LRY-LINE-0817",817,"LRY-PC-0103","HEADING_OR_CONTROL",["ASSERTION"],"生年科入交友：","7cbdf532bcf78dc6cd032f5808544ff9d69561176350d7a48450a369ac23e12d","ACTIVE"]
["LRY-LINE-0818",818,"LRY-PC-0103","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.所交朋友多「谦和」。","14f31c29ceb008bb09e60bacefb7da5b8c5bb85c25c017730b4cab84f23114ce","ACTIVE"]
["LRY-LINE-0819",819,"LRY-PC-0103","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.「友情绵长」、君子之交。","9d5ae6ee5820b75dac51aca6c3d2131a883823eb0967493d8895a8e1bda7dd49","ACTIVE"]
["LRY-LINE-0820",820,"LRY-PC-0103","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t3.少交「不良嗜好」的朋友。","4c4bbe5f1ecdbbc4b7f1ef69e9768e2de43ee311e77b232eca6bf58de07237c0","ACTIVE"]
["LRY-LINE-0821",821,"LRY-PC-0104","HEADING_OR_CONTROL",["ASSERTION"],"生年忌入交友：","88ed2945462da65b2fee67c86120e1c6062bdbe3a18d279104db761051a59b2c","ACTIVE"]
["LRY-LINE-0822",822,"LRY-PC-0104","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.为人「惜情」、「义气」、仗义「疏财」、重「然诺」。","baa3f9d8b9714a4ffbf5347760d4981ec7e9450454480427f45ef79729f2f50c","ACTIVE"]
["LRY-LINE-0823",823,"LRY-PC-0104","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY","SUBJECT_SCOPE"],"\t2.散财、少蓄、理财不得要领，不容易存钱〈冲兄弟─库位〉。","95e765e947966917697dfec6b09a7f467936286e859ef88457158442e74dcdb9","ACTIVE"]
["LRY-LINE-0824",824,"LRY-PC-0104","ACTIVE_SOURCE_TEXT",["NEGATION","CONTRAST","QUANTITY","SUBJECT_SCOPE"],"\t3.配偶劳碌不得闲，但「防婚姻少趣」。","74013a685b55e80b4ccb97799176aed9dfae65b918b985d8d2a7bafb603ab01e","ACTIVE"]
["LRY-LINE-0825",825,"LRY-PC-0104","ACTIVE_SOURCE_TEXT",["COMPARISON","QUANTITY"],"\t4.考运较差。","613ab78184823ea0a214cfe67180393a518d4060e8356df23b931e471aed567f","ACTIVE"]
["LRY-LINE-0826",826,"LRY-PC-0104","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t5.还防人生多起伏，宜上班安定。","b893f59c64847325263a75671baba3b4fcffddd0703cf36a78ce81a2927d9c36","ACTIVE"]
["LRY-LINE-0827",827,"LRY-PC-0104","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t6.防体质不够健康。","958166900cdda9cc86fcf915eef07459a8d1647e5065e297db6a9841f5ea66ad","ACTIVE"]
["LRY-LINE-0828",828,"LRY-PC-0104","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t7.不利于「竞争」、升迁。","12ce4baa1a14a9bf5aca9b0e6696a393ccf469f5b1ef52be69cd1faf84decb5d","ACTIVE"]
["LRY-LINE-0829",829,"LRY-PC-0104","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-0830",830,"LRY-PC-0105","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"九、〈事业宫〉","43a7970e5aee0b3e390ae185c06edf586d7c26329744297057b8b00215541ac1","ACTIVE"]
["LRY-LINE-0831",831,"LRY-PC-0106","HEADING_OR_CONTROL",["ASSERTION"],"生年禄入事业：","ff3dfb66f0f77c1ab2f4fd77daebf8dc93ad10df0728874f38845ab0fafbb9bb","ACTIVE"]
["LRY-LINE-0832",832,"LRY-PC-0106","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.工作容易入手、「工作机会」多。","541076b08222528324853256fdf1ec76e2474497ecec9717e4c05023ed0d7ff9","ACTIVE"]
["LRY-LINE-0833",833,"LRY-PC-0106","ACTIVE_SOURCE_TEXT",["CONDITION","QUANTITY"],"\t2.接单机会稳当。","5a6302525c5ce8cf2ece20637232a7c8b1f17dab5c3307c936d0ee3de8ba5d4c","ACTIVE"]
["LRY-LINE-0834",834,"LRY-PC-0106","ACTIVE_SOURCE_TEXT",["COMPARISON","QUANTITY"],"\t3.职场较如意。","b7071f409d8fd3a33071f9aee86ea709550d122d1f6d9b4229fab21dae4dab8d","ACTIVE"]
["LRY-LINE-0835",835,"LRY-PC-0106","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t4.配偶「外缘好」。","6f9a72202d3fce44db53ecb69ce3f6547b76c5b449d2f472465cd26f9f3005ee","ACTIVE"]
["LRY-LINE-0836",836,"LRY-PC-0106","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t5.小孩健康好养〈事业─子女的疾厄〉。","cdf740b98d6124e7aa6a76f6bdb87ce08d23221ca64bc943595f78f0957d63a8","ACTIVE"]
["LRY-LINE-0837",837,"LRY-PC-0106","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.防「婚外情」〈桃花星〉。","db0f8b4ba3d503aedec8fb0df60ce240d365ef4830cd7a9a9fce55786789523f","ACTIVE"]
["LRY-LINE-0838",838,"LRY-PC-0107","HEADING_OR_CONTROL",["ASSERTION"],"生年权入事业：","19a55052a43f0d9585b2afd1a9f9aa755d6f1877277d232f705c7157fcd806d1","ACTIVE"]
["LRY-LINE-0839",839,"LRY-PC-0107","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「积极」、「应变」、「活力」，能力好。","f02fa7ed9464f38e3037f8a49ac25e0d6347721ff0464b791d3a5abd2ddb40ed","ACTIVE"]
["LRY-LINE-0840",840,"LRY-PC-0107","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.「善汲营」，收入好。","110c5bc74361c15430a8da0f792839a3771897d940bfc75db3b4adf0fd3c8998","ACTIVE"]
["LRY-LINE-0841",841,"LRY-PC-0107","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.适合「开发」、「拓展」、「领导」工作，利于「升迁」、也可以「创业」。","84b00197e50a03d813322795833902ec11d04f0a1b628feeac7ba0fad6fd454c","ACTIVE"]
["LRY-LINE-0842",842,"LRY-PC-0107","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.拥「专业」、「专技」尤佳。","3a41bb5bcda6c6f113dc64a6a668cbd15ddead2f015dcc245548c1e48274e1b4","ACTIVE"]
["LRY-LINE-0843",843,"LRY-PC-0107","ACTIVE_SOURCE_TEXT",["CONDITION","QUANTITY","SUBJECT_SCOPE"],"\t5.配偶「能力强」，独当一面。","6d7695f1798e85a7b06b16443fd306af070099b4a90846ceae48b047f424ee85","ACTIVE"]
["LRY-LINE-0844",844,"LRY-PC-0107","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.小孩身体「健康」。","8100839f66295eb2d248f3a4757fc379bd5d4050217a845393eca39c1e54b4b2","ACTIVE"]
["LRY-LINE-0845",845,"LRY-PC-0108","HEADING_OR_CONTROL",["ASSERTION"],"生年科入事业：","5f889d1b056f5d3548e20a36abe4293f357e5281a4c6f2f8eeaaf05583c75b08","ACTIVE"]
["LRY-LINE-0846",846,"LRY-PC-0108","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「贵人」好〈事业─运气位〉。","38235d73603e50ae937cc8220e41cddb978c84975972c226adf119db53111dd8","ACTIVE"]
["LRY-LINE-0847",847,"LRY-PC-0108","ACTIVE_SOURCE_TEXT",["NEGATION","CONTRAST","QUANTITY"],"\t2.「平稳有余」、但防「魄力不足」。","4b03f71c1416ca0af1f2df897fb9e869ccfdf5ab8cafd2be5310f131a2fce30a","ACTIVE"]
["LRY-LINE-0848",848,"LRY-PC-0108","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t3.宜上班安稳。适合「文职」或「企划」工作。","d87724aebdcac073e54e592a56ed3290d10e91d91b0e8fccc5d57a9d49d08607","ACTIVE"]
["LRY-LINE-0849",849,"LRY-PC-0108","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.防行事「多思多豫」。","9009a2e5a6aaedb0483bdaa225407251e7e3d24bac9d29dbdf9577911b592121","ACTIVE"]
["LRY-LINE-0850",850,"LRY-PC-0109","HEADING_OR_CONTROL",["ASSERTION"],"生年忌入事业：","caf6ef0117d5a970d419025aa07add5648ff010ec78a70c80cfe574e2db907af","ACTIVE"]
["LRY-LINE-0851",851,"LRY-PC-0109","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t1.工作「忙碌」或「压力重」、工作「时间长」。","af6be35592841376e84551599bf8d8443a5e56c389a43df6a5ce8357f19c3d76","ACTIVE"]
["LRY-LINE-0852",852,"LRY-PC-0109","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.「专注」、「事易躬亲」。老板兼伙计。","7666190d469d5dd54860a3821bba8ccea8b6e805e5c48ceb82fd2ecc5555bc95","ACTIVE"]
["LRY-LINE-0853",853,"LRY-PC-0109","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t3.上班安稳或现金生意。","513f2d188b13bcb679dfaa09502427d38fd1cd4f1d0cc5015ccac0968fc2fbe4","ACTIVE"]
["LRY-LINE-0854",854,"LRY-PC-0109","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.女命也是「职业妇女」。","7ca224f0edc5606f934596173e512cdbc5dbd5658a7a2f93f2eaa3077cc9a926","ACTIVE"]
["LRY-LINE-0855",855,"LRY-PC-0109","ACTIVE_SOURCE_TEXT",["NEGATION","CONTRAST","ALTERNATIVE","QUANTITY","SUBJECT_SCOPE"],"\t5.配偶「耿直」、厚道，不善「甜言蜜语」。但防婚姻少情趣，甚或「貌合神离」〈婚姻忌出〉。","45306a299f924e171d7990d935917062a24c72218244be01b823d8b36f31e6d6","ACTIVE"]
["LRY-LINE-0856",856,"LRY-PC-0109","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.烂「婚外情」〈桃花星〉〈夫妻忌出而失情义，恐败坏了婚姻〉。","e58e618aca9aa129fa19aa2393e8c87ef44c869d9e9830cbdf097b068a300565","ACTIVE"]
["LRY-LINE-0857",857,"LRY-PC-0109","ACTIVE_SOURCE_TEXT",["CONDITION","QUANTITY","SUBJECT_SCOPE"],"\t7.小时候宜「重拜父母」，当人养、契、义子〈冲夫妻宫少小限〉。","abe390f6e563f557d94ffbed83c98799f1f2c7a8e4670abfdf83e0fe4cb66af2","ACTIVE"]
["LRY-LINE-0858",858,"LRY-PC-0109","ACTIVE_SOURCE_TEXT",["CAUSAL","NEGATION","QUANTITY"],"\t8.格局差则「烦心、不顺」，格局好也多「累人」。","7da132e4577cf5375afe95309781744db193185a7ec02265d35d07784194a813","ACTIVE"]
["LRY-LINE-0859",859,"LRY-PC-0109","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t9.工作辛苦，易瘦。","145f006b8633456a1ff38871c346dc8a8defbe4eb8c109beb69ac0ea82cb9b81","ACTIVE"]
["LRY-LINE-0860",860,"LRY-PC-0109","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-0861",861,"LRY-PC-0110","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"十、〈田宅宫〉","56f2696c0b884ca022012d74353ff1189afe9f5f162b8d97da4f5bdb3b47b224","ACTIVE"]
["LRY-LINE-0862",862,"LRY-PC-0111","HEADING_OR_CONTROL",["ASSERTION"],"生年禄入田宅：","0b97c5f0e9dc75320847fff625b5b433adbbedd4511c048887cbc36e85277908","ACTIVE"]
["LRY-LINE-0863",863,"LRY-PC-0111","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「家庭福厚」、「家庭和乐」、物质生活「优渥」。","4dfed660b424bc6600e75945a80353e88135fa10164c804b6586785c703a44d6","ACTIVE"]
["LRY-LINE-0864",864,"LRY-PC-0111","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.得「祖荫」、承祖业、祖地可发迹。","db5676c91ccf136a016023961662261d2ae431f71e7a0f9eef96238339d37055","ACTIVE"]
["LRY-LINE-0865",865,"LRY-PC-0111","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t3.父母安逸、具寿相。","0403f38ba0f40632c3fb07507c56e5f407b30cee951369ca4f7daca7b5a60214","ACTIVE"]
["LRY-LINE-0866",866,"LRY-PC-0111","ACTIVE_SOURCE_TEXT",["CONDITION","QUANTITY"],"\t4.逢「偏财星」，富有。","6ff2b1fc9952bcfc642b408ff5b348607190eea484524ca6294249d2b4fc1290","ACTIVE"]
["LRY-LINE-0867",867,"LRY-PC-0111","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t5.住宅「环境好」或「房子大」、「房子值钱」。","ea416080be8b3ae5c12d43faae9d1760e154ec0d46dcba3b87e8bb0b466d577e","ACTIVE"]
["LRY-LINE-0868",868,"LRY-PC-0111","ACTIVE_SOURCE_TEXT",["COMPARISON","QUANTITY"],"\t6.「子息旺」，多生儿子。小孩较「有出息」。","f874a3f5aeb6a0a8950e12212b373628bf1057e6c2cb2876e17c6a7dcb7754f2","ACTIVE"]
["LRY-LINE-0869",869,"LRY-PC-0111","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t7.「宗亲」多往来。","b610d39eccf9442d1c669caf0b9782ccf17191a68ba095eb75e9468f7f01483d","ACTIVE"]
["LRY-LINE-0870",870,"LRY-PC-0111","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t8.可自家「开店营利」。","343d5522d5ad965058b0109e86227e140fb3170c66b8efe3dfd4001ee80f22d8","ACTIVE"]
["LRY-LINE-0871",871,"LRY-PC-0111","ACTIVE_SOURCE_TEXT",["NEGATION","ALTERNATIVE","QUANTITY"],"\t9.不动产缘好，容易「早置产」或「得助置产」。","a09653f87257aa0edeb707554d4cde0b768648031e24708871b34561c697a454","ACTIVE"]
["LRY-LINE-0872",872,"LRY-PC-0111","ACTIVE_SOURCE_TEXT",["CONDITION","NEGATION","QUANTITY"],"\t10.逢「偏财星」，可从事不动产行业。","a899ad57e3cc4185e9306a88cf6029ee02aaf74e8bb7eb50d7288c61c67fbac4","ACTIVE"]
["LRY-LINE-0873",873,"LRY-PC-0111","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t11.女命「旺夫益子」。","09b3ee760af751580810618018620e6272c169aab1cc035748bf449564644124","ACTIVE"]
["LRY-LINE-0874",874,"LRY-PC-0112","HEADING_OR_CONTROL",["ASSERTION"],"生年权入田宅：","2b7a3e49f7b02d1cd57ef90b88a1e8733360b9b5ef4f92847309cd5d8864aa1d","ACTIVE"]
["LRY-LINE-0875",875,"LRY-PC-0112","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t1.「家世好」或「家族旺」。","3fe8452dca92da80cf3651874d549a406b28b550ac6007fc656b76caf2081a7d","ACTIVE"]
["LRY-LINE-0876",876,"LRY-PC-0112","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t2.或本身容易「开创财富」。","7db5b0682e754c7c520504f7bf35c57ec060726bcada2a7992f3750dc6a17f89","ACTIVE"]
["LRY-LINE-0877",877,"LRY-PC-0112","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.也容易「创业」。","3449f99cdbbd7571f9f1db7074aaf37924e093b4bc281e0f743e64d13ac33c81","ACTIVE"]
["LRY-LINE-0878",878,"LRY-PC-0112","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","COMPARISON","QUANTITY"],"\t4.家庭富「积极」、「活力」或家教较严。","a799681f14da4b1ff30324dfa11d68346f418cb789748a21f0a25c193a663315","ACTIVE"]
["LRY-LINE-0879",879,"LRY-PC-0112","ACTIVE_SOURCE_TEXT",["NEGATION","ALTERNATIVE","QUANTITY"],"\t5.房子大、不动产「值钱」或「地段好」。可自家开店营利或出租。","728230508283372117843dda6031ecbf69864d5e185483dd50802687d5be74a8","ACTIVE"]
["LRY-LINE-0880",880,"LRY-PC-0112","ACTIVE_SOURCE_TEXT",["CONDITION","NEGATION","QUANTITY"],"\t6.逢「偏财星」，富有。也可从事「不动产」行业。","a1e23b861938afde5c5ee2e553fdc81a1fe460386d13c8e5acd08183fdb297b5","ACTIVE"]
["LRY-LINE-0881",881,"LRY-PC-0113","HEADING_OR_CONTROL",["ASSERTION"],"生年科入田宅：","2d58f40393e721c7403dee6d3f4bad1e9b1666088746fa7274cc60c38b8384a0","ACTIVE"]
["LRY-LINE-0882",882,"LRY-PC-0113","ACTIVE_SOURCE_TEXT",["NEGATION","CONTRAST","QUANTITY"],"\t1.房子不大，但「朴实」、安适。","79873d7de026337dab89c09d080037f1e84968313e1784d405818cefa8534212","ACTIVE"]
["LRY-LINE-0883",883,"LRY-PC-0113","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.家中「书香气息」，少有争嚷。","4ce0db3730a9fd978710c0e2aef01dab831f521c70666c3c9bd5729f0621d6bf","ACTIVE"]
["LRY-LINE-0884",884,"LRY-PC-0113","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.物质生活「恬淡」。","450ff8380ac49f467f0899eba6d3ed573698fafb0f270df3e2dd1047532a3915","ACTIVE"]
["LRY-LINE-0885",885,"LRY-PC-0113","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.家中文雅，气质好，大小适中。","fbe5a367bd8a94b18fa7cefd2af09ffcc9a52694407b9088f6f6b036f398091e","ACTIVE"]
