S09-J015-R0180-JI-S01	S09-J015-R0180-JI	1	配偶的身体不好	SPOUSE	ROMANTIC_RELATION+HEALTH_STATE	MARRIAGE_RELATION	HEALTH_BODY+PARENT_DOCUMENT	MARRIAGE_RELATION_CHAIN+HEALTH_RISK_CHAIN+PARENT_DOCUMENT_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+HEALTH_ENDPOINT_LIMIT+FORMAL_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_HEALTH_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J020-R0239-QUAN-S03	S09-J020-R0239-QUAN	3	浪费而不节制	CONTEXT_SUBJECT	MONEY_OUTFLOW	PLEASURE_MIND	NONE	MENTAL_PLEASURE_STATE_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PLEASURE_ONLY_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION	ACTIVE
S09-J020-R0239-KE-S01	S09-J020-R0239-KE	1	朋友多文教、公务等人员或文化业工作人员	FRIEND_TEAM	CAREER_ACTION+EDUCATION_STATE+GROUP_ACTION	FRIEND_GROUP	CAREER_WORK+PLEASURE_MIND	FRIEND_PARTNERSHIP_CHAIN+CAREER_CHAIN+MENTAL_PLEASURE_STATE_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+CAREER_ENDPOINT_LIMIT+PLEASURE_ONLY_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J020-R0239-JI-S01	S09-J020-R0239-JI	1	为朋友事劳心劳力	FRIEND_TEAM	GROUP_ACTION	FRIEND_GROUP	CAREER_WORK+PLEASURE_MIND	FRIEND_PARTNERSHIP_CHAIN+CAREER_CHAIN+MENTAL_PLEASURE_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+CAREER_ENDPOINT_LIMIT+PLEASURE_ONLY_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J020-R0239-JI-S02	S09-J020-R0239-JI	2	易受朋友拖累而损失	FRIEND_TEAM	RELATION_CONFLICT+GROUP_ACTION	FRIEND_GROUP	PLEASURE_MIND	FRIEND_PARTNERSHIP_CHAIN+MENTAL_PLEASURE_STATE_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+PLEASURE_ONLY_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J020-R0240-LU-S01	S09-J020-R0240-LU	1	出外多朋友、贵人相助	FRIEND_TEAM	RELATION_SUPPORT+MIGRATION_ACTION+GROUP_ACTION	MIGRATION_OUTSIDE	FRIEND_GROUP+PARENT_DOCUMENT	MIGRATION_OUTSIDE_CHAIN+FRIEND_PARTNERSHIP_CHAIN+PARENT_DOCUMENT_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+FORMAL_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_GROUP_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J020-R0240-LU-S02	S09-J020-R0240-LU	2	易有人提拔及资助	CONTEXT_SUBJECT	RELATION_SUPPORT+CAREER_FORMALIZATION	PARENT_DOCUMENT	NONE	PARENT_DOCUMENT_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J020-R0240-QUAN-S01	S09-J020-R0240-QUAN	1	朋友的人事背景靠山大	FRIEND_TEAM	GROUP_ACTION	FRIEND_GROUP	PARENT_DOCUMENT	FRIEND_PARTNERSHIP_CHAIN+PARENT_DOCUMENT_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+FORMAL_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J020-R0240-QUAN-S02	S09-J020-R0240-QUAN	2	有大贵人相助其事业	CONTEXT_SUBJECT	RELATION_SUPPORT+CAREER_ACTION	FRIEND_GROUP	CAREER_WORK+PARENT_DOCUMENT	FRIEND_PARTNERSHIP_CHAIN+CAREER_CHAIN+PARENT_DOCUMENT_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+CAREER_ENDPOINT_LIMIT+FORMAL_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J020-R0240-KE-S01	S09-J020-R0240-KE	1	出外多朋友、贵人相助	FRIEND_TEAM	RELATION_SUPPORT+MIGRATION_ACTION+GROUP_ACTION	MIGRATION_OUTSIDE	FRIEND_GROUP+PARENT_DOCUMENT	MIGRATION_OUTSIDE_CHAIN+FRIEND_PARTNERSHIP_CHAIN+PARENT_DOCUMENT_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+FORMAL_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_GROUP_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J020-R0240-KE-S02	S09-J020-R0240-KE	2	凡事顺利称心	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	NONE	PARENT_DOCUMENT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J020-R0240-JI-S01	S09-J020-R0240-JI	1	朋友交往不长久	FRIEND_TEAM	GROUP_ACTION	FRIEND_GROUP	PARENT_DOCUMENT	FRIEND_PARTNERSHIP_CHAIN+PARENT_DOCUMENT_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+FORMAL_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J020-R0240-JI-S02	S09-J020-R0240-JI	2	友情冷暖	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	NONE	PARENT_DOCUMENT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J020-R0240-JI-S03	S09-J020-R0240-JI	3	常遭朋友之灾	FRIEND_TEAM	GROUP_ACTION	FRIEND_GROUP	PARENT_DOCUMENT	FRIEND_PARTNERSHIP_CHAIN+PARENT_DOCUMENT_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+FORMAL_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J021-R0241-LU-S01	S09-J021-R0241-LU	1	将储蓄的钱财拿去事业上充实财务	CONTEXT_SUBJECT	MONEY_RETENTION+CAREER_ACTION	MONEY_FINANCE	CAREER_WORK+SELF_BEHAVIOR	FINANCE_FIVE_AXIS_CHAIN+CAREER_CHAIN+SELF_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT+CAREER_ENDPOINT_LIMIT+PERSONALITY_ONLY_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J021-R0241-QUAN-S01	S09-J021-R0241-QUAN	1	合伙生意由朋友或兄弟担任负责人	FRIEND_TEAM+SIBLING	CAREER_ACTION+GROUP_ACTION	FRIEND_GROUP	CAREER_WORK+SIBLING_RESOURCE+SELF_BEHAVIOR	FRIEND_PARTNERSHIP_CHAIN+CAREER_CHAIN+RESOURCE_RELATION_CHAIN+SELF_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+CAREER_ENDPOINT_LIMIT+AUX_RESOURCE_LIMIT+PERSONALITY_ONLY_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE+ZERO_RESULTIZATION	ACTIVE
S09-J021-R0241-KE-S01	S09-J021-R0241-KE	1	合伙生意	CONTEXT_SUBJECT	CAREER_ACTION+GROUP_ACTION	FRIEND_GROUP	CAREER_WORK+SELF_BEHAVIOR	FRIEND_PARTNERSHIP_CHAIN+CAREER_CHAIN+SELF_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+CAREER_ENDPOINT_LIMIT+PERSONALITY_ONLY_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J021-R0241-KE-S02	S09-J021-R0241-KE	2	股东皆关心公司的事业并提供意见	FRIEND_TEAM	RELATION_SUPPORT+CAREER_ACTION+GROUP_ACTION	FRIEND_GROUP	CAREER_WORK+SELF_BEHAVIOR	FRIEND_PARTNERSHIP_CHAIN+CAREER_CHAIN+SELF_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+CAREER_ENDPOINT_LIMIT+PERSONALITY_ONLY_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J021-R0241-JI-S01	S09-J021-R0241-JI	1	将积存备用的财	CONTEXT_SUBJECT	MONEY_RETENTION	MONEY_FINANCE	SELF_BEHAVIOR	FINANCE_FIVE_AXIS_CHAIN+SELF_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT+PERSONALITY_ONLY_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J021-R0241-JI-S02	S09-J021-R0241-JI	2	拿出去投资或合伙新事业	CONTEXT_SUBJECT	CAREER_ACTION+GROUP_ACTION	MONEY_FINANCE	FRIEND_GROUP+CAREER_WORK+SELF_BEHAVIOR	FINANCE_FIVE_AXIS_CHAIN+FRIEND_PARTNERSHIP_CHAIN+CAREER_CHAIN+SELF_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT+GROUP_RISK_LIMIT+CAREER_ENDPOINT_LIMIT+PERSONALITY_ONLY_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT+ZERO_GROUP_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J021-R0242-LU-S01	S09-J021-R0242-LU	1	一生多与兄弟朋友共事、合伙生意	SIBLING+FRIEND_TEAM	CAREER_ACTION+GROUP_ACTION	SIBLING_RESOURCE	FRIEND_GROUP+CAREER_WORK	RESOURCE_RELATION_CHAIN+FRIEND_PARTNERSHIP_CHAIN+CAREER_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+AUX_RESOURCE_LIMIT+GROUP_RISK_LIMIT+CAREER_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_AUX_PALACE_OVERRIDE+ZERO_GROUP_ENDPOINT+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J021-R0242-QUAN-S01	S09-J021-R0242-QUAN	1	合伙生意	CONTEXT_SUBJECT	CAREER_ACTION+GROUP_ACTION	FRIEND_GROUP	CAREER_WORK+SIBLING_RESOURCE	FRIEND_PARTNERSHIP_CHAIN+CAREER_CHAIN+RESOURCE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+CAREER_ENDPOINT_LIMIT+AUX_RESOURCE_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J021-R0242-QUAN-S02	S09-J021-R0242-QUAN	2	股东容易有意见上的差异与争执	FRIEND_TEAM	RELATION_CONFLICT+GROUP_ACTION	FRIEND_GROUP	SIBLING_RESOURCE	FRIEND_PARTNERSHIP_CHAIN+RESOURCE_RELATION_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+AUX_RESOURCE_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J021-R0242-KE-S01	S09-J021-R0242-KE	1	股东小心	FRIEND_TEAM	GROUP_ACTION	FRIEND_GROUP	SIBLING_RESOURCE	FRIEND_PARTNERSHIP_CHAIN+RESOURCE_RELATION_CHAIN	NONE	AVOIDANCE	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+AUX_RESOURCE_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J021-R0242-KE-S02	S09-J021-R0242-KE	2	故合伙生意稳定	CONTEXT_SUBJECT	CAREER_ACTION+GROUP_ACTION	FRIEND_GROUP	CAREER_WORK+SIBLING_RESOURCE	FRIEND_PARTNERSHIP_CHAIN+CAREER_CHAIN+RESOURCE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+CAREER_ENDPOINT_LIMIT+AUX_RESOURCE_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J021-R0242-KE-S03	S09-J021-R0242-KE	3	但成长缓慢	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	SIBLING_RESOURCE	NONE	RESOURCE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+AUX_RESOURCE_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J021-R0242-JI-S01	S09-J021-R0242-JI	1	一生不可与朋友、兄弟合伙做生意	FRIEND_TEAM+SIBLING	CAREER_ACTION+GROUP_ACTION	FRIEND_GROUP	SIBLING_RESOURCE+CAREER_WORK	FRIEND_PARTNERSHIP_CHAIN+RESOURCE_RELATION_CHAIN+CAREER_CHAIN	NONE	PROHIBITION	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+AUX_RESOURCE_LIMIT+CAREER_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J021-R0243-LU-S01	S09-J021-R0243-LU	1	兄弟姐妹皆会在资金调度上支持我的事业	SIBLING+SELF	RELATION_SUPPORT+CAREER_ACTION	SIBLING_RESOURCE	CAREER_WORK+MARRIAGE_RELATION	RESOURCE_RELATION_CHAIN+CAREER_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+AUX_RESOURCE_LIMIT+CAREER_ENDPOINT_LIMIT+RELATION_STATUS_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_AUX_PALACE_OVERRIDE+ZERO_PROMOTION_ENDPOINT+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J021-R0243-QUAN-S01	S09-J021-R0243-QUAN	1	公司股东或业务员工应酬多	FRIEND_TEAM	GROUP_ACTION	FRIEND_GROUP	MARRIAGE_RELATION	FRIEND_PARTNERSHIP_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+RELATION_STATUS_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J021-R0243-QUAN-S02	S09-J021-R0243-QUAN	2	交际费多浪费	CONTEXT_SUBJECT	MONEY_OUTFLOW	PLEASURE_MIND	MARRIAGE_RELATION	MENTAL_PLEASURE_STATE_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PLEASURE_ONLY_LIMIT+RELATION_STATUS_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J021-R0243-KE-S01	S09-J021-R0243-KE	1	股东对公司财务关心	FRIEND_TEAM	RELATION_SUPPORT+GROUP_ACTION	FRIEND_GROUP	MARRIAGE_RELATION	FRIEND_PARTNERSHIP_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+RELATION_STATUS_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J021-R0243-KE-S02	S09-J021-R0243-KE	2	怕股金无红利可分	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MARRIAGE_RELATION	NONE	MARRIAGE_RELATION_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J021-R0243-JI-S01	S09-J021-R0243-JI	1	生意虽大	CONTEXT_SUBJECT	CAREER_ACTION	CAREER_WORK	MARRIAGE_RELATION	CAREER_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+RELATION_STATUS_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J021-R0243-JI-S02	S09-J021-R0243-JI	2	但利润薄	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MARRIAGE_RELATION	NONE	MARRIAGE_RELATION_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J021-R0243-JI-S03	S09-J021-R0243-JI	3	股东多或回扣成数大	FRIEND_TEAM	GROUP_ACTION	FRIEND_GROUP	MARRIAGE_RELATION	FRIEND_PARTNERSHIP_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+RELATION_STATUS_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J021-R0244-LU-S01	S09-J021-R0244-LU	1	赚钱	CONTEXT_SUBJECT	MONEY_INFLOW	MONEY_FINANCE	CHILD_OUTPUT	FINANCE_FIVE_AXIS_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J021-R0244-LU-S02	S09-J021-R0244-LU	2	公司兴旺	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	CHILD_OUTPUT	NONE	CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J021-R0244-LU-S03	S09-J021-R0244-LU	3	业务发达	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	CHILD_OUTPUT	NONE	CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT	ACTIVE
